make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb(l/100km),fuel_consumption_comb(mpg),co2_emissions
9,1765,12,5.3,8,0,1,20.0,13.5,17.1,17,284
9,1764,12,5.3,8,0,1,20.8,14.5,18.0,16,299
9,1797,12,3.6,6,0,3,15.7,10.6,13.4,21,315
9,1798,12,3.6,6,0,3,16.0,10.9,13.7,21,322
9,1799,11,1.4,4,2,3,9.3,7.2,8.3,34,194
9,1799,11,1.4,4,4,3,9.2,7.1,8.2,34,194
9,1801,11,1.4,4,2,3,9.8,7.7,8.8,32,208
10,30,2,2.4,4,0,3,10.2,6.6,8.6,33,201
10,30,2,2.4,4,0,1,13.9,8.9,11.7,24,192
10,30,2,3.6,6,0,3,12.4,7.6,10.2,28,241
10,30,2,3.6,6,0,1,16.8,10.4,13.9,20,230
10,27,2,3.6,6,0,3,12.8,8.3,10.8,26,252
10,27,2,3.6,6,0,1,17.1,11.1,14.4,20,237
10,47,1,3.6,6,0,3,12.4,7.8,10.3,27,242
10,48,1,5.7,8,0,3,14.7,9.4,12.3,23,289
10,49,1,3.6,6,0,3,12.8,8.7,11.0,26,258
10,51,1,3.6,6,0,3,12.8,8.7,11.0,26,258
10,51,1,3.6,6,0,1,17.6,12.0,15.0,19,248
10,1341,4,3.6,6,0,3,12.9,8.4,10.9,26,257
10,1342,4,3.6,6,0,3,12.4,8.4,10.6,27,249
11,467,2,5.7,8,4,4,15.6,10.1,13.1,22,307
11,467,2,6.4,8,4,4,16.7,10.4,13.9,20,325
11,468,2,5.7,8,0,3,14.7,9.4,12.3,23,289
11,468,2,6.4,8,0,4,15.6,9.6,12.9,22,302
11,469,2,3.6,6,0,3,12.8,8.7,11.0,26,258
11,472,2,6.4,8,4,4,16.7,10.4,13.9,20,325
11,473,2,6.4,8,0,4,15.6,9.6,12.9,22,302
11,475,2,6.2,8,4,4,18.1,11.4,15.1,19,352
11,476,1,3.6,6,0,3,13.7,9.0,11.6,24,271
11,476,1,3.6,6,0,3,12.4,7.8,10.3,27,242
11,477,1,5.7,8,0,3,15.6,9.7,12.9,22,302
11,477,1,5.7,8,0,3,14.7,9.4,12.3,23,289
11,477,1,6.4,8,0,4,15.6,9.6,12.9,22,302
11,478,1,3.6,6,0,3,12.8,8.7,11.0,26,258
11,480,1,3.6,6,0,3,12.8,8.7,11.0,26,258
11,480,1,3.6,6,0,1,17.6,12.0,15.0,19,248
11,478,1,5.7,8,0,3,16.0,10.1,13.3,21,312
11,482,1,6.4,8,0,4,15.6,9.6,12.9,22,302
11,712,12,3.6,6,0,3,12.7,9.6,11.3,25,265
11,712,12,5.7,8,0,3,16.6,10.7,14.0,20,328
11,989,4,3.6,6,0,1,19.4,13.3,16.7,17,274
11,1100,11,2.4,4,0,3,12.7,9.2,11.1,25,261
11,1102,11,3.6,6,0,3,14.2,9.5,12.1,23,284
11,1102,11,3.6,6,0,1,19.1,13.2,16.4,17,274
11,1101,11,3.6,6,0,3,14.5,10.0,12.4,23,292
11,1881,13,8.4,10,4,4,19.9,12.6,16.6,17,387
12,0,13,1.4,4,0,3,9.3,6.5,8.0,35,187
12,0,13,1.4,4,4,3,9.0,6.7,7.9,36,185
12,127,3,1.4,4,0,3,8.7,7.1,8.0,35,186
12,127,3,1.4,4,4,3,8.0,6.5,7.3,39,171
12,129,3,1.4,4,0,3,8.7,7.1,8.0,35,186
12,129,3,1.4,4,4,3,7.7,6.1,7.0,40,163
12,125,3,1.4,4,0,3,9.7,7.4,8.7,32,202
12,125,3,1.4,4,4,3,8.5,7.1,7.9,36,186
12,126,3,1.4,4,0,3,9.7,7.4,8.7,32,202
12,126,3,1.4,4,4,3,8.5,7.1,7.9,36,186
12,131,9,1.4,4,0,3,10.7,7.9,9.4,30,221
12,133,11,1.4,4,4,3,9.5,7.1,8.4,34,197
12,133,11,2.4,4,0,3,10.7,7.7,9.3,30,219
12,134,11,2.4,4,0,3,11.0,8.0,9.7,29,226
13,437,1,2.0,4,3,3,5.7,6.2,5.9,48,138
13,759,11,2.0,4,2,3,11.5,8.0,9.9,29,233
13,760,11,2.0,4,2,3,11.3,8.0,9.8,29,230
13,759,11,3.5,6,2,3,13.5,9.1,11.5,25,270
13,761,11,2.0,4,2,3,11.9,8.6,10.4,27,244
13,761,11,2.7,6,2,3,13.8,9.8,12.0,24,281
13,761,11,3.5,6,2,3,13.9,10.0,12.1,23,284
13,792,11,1.5,4,2,3,10.2,7.8,9.1,31,214
13,792,11,2.0,4,2,3,10.6,8.0,9.5,30,222
13,794,11,2.5,4,2,3,11.1,8.1,9.7,29,229
13,794,11,2.5,4,2,1,15.2,10.8,13.3,21,219
13,793,11,1.5,4,2,3,10.7,8.3,9.6,29,226
13,793,11,2.0,4,2,3,11.5,8.7,10.2,28,239
13,795,12,3.5,6,2,3,15.9,12.0,14.2,20,333
13,797,12,3.5,6,2,3,16.1,12.2,14.3,20,337
13,799,12,2.3,4,2,3,12.6,8.6,10.8,26,254
13,802,12,3.5,6,2,3,13.9,9.7,12.0,24,281
13,800,12,2.3,4,2,3,13.1,9.2,11.3,25,266
13,800,12,3.5,6,2,3,14.8,10.7,13.0,22,305
13,803,12,3.5,6,2,3,14.4,10.5,12.6,22,296
13,803,12,3.5,6,2,1,19.6,14.2,17.2,16,284
13,843,6,2.7,6,2,3,12.2,9.3,10.9,26,256
13,844,6,2.7,6,2,3,12.4,9.8,11.2,25,263
13,845,6,2.7,6,2,3,13.1,9.8,11.6,24,272
13,843,6,3.5,6,2,3,12.7,9.5,11.3,25,264
13,844,6,3.5,6,2,3,13.0,10.2,11.7,24,274
13,845,6,3.5,6,2,3,13.8,10.7,12.4,23,290
13,851,6,3.5,6,0,3,13.2,9.7,11.6,24,272
13,851,6,3.5,6,0,1,17.9,13.2,15.8,18,258
13,851,6,5.0,8,2,3,15.4,10.6,13.2,21,310
13,851,6,5.0,8,2,1,20.5,14.3,17.7,16,291
13,853,6,5.0,8,2,3,16.8,11.8,14.5,19,340
13,853,6,5.0,8,2,1,20.5,14.3,17.7,16,291
13,846,6,2.7,6,2,3,13.1,10.2,11.8,24,276
13,847,6,2.7,6,2,3,13.5,11.2,12.5,23,293
13,846,6,3.5,6,2,3,13.6,10.3,12.1,23,284
13,847,6,3.5,6,2,3,13.6,10.7,12.3,23,288
13,848,6,3.5,6,2,3,14.0,11.0,12.7,22,298
13,854,6,3.5,6,0,3,14.0,10.6,12.5,23,293
13,854,6,3.5,6,0,1,19.0,14.3,16.9,17,281
13,854,6,5.0,8,2,3,15.9,11.3,13.8,20,323
13,854,6,5.0,8,2,1,21.5,15.1,18.6,15,305
13,855,6,5.0,8,2,3,16.0,11.8,14.1,20,330
13,855,6,5.0,8,2,1,21.5,15.1,18.6,15,306
13,856,6,5.0,8,2,1,22.2,16.5,19.6,14,326
13,858,6,3.5,6,2,3,15.6,13.2,14.5,19,339
13,895,10,1.6,4,2,3,8.6,6.4,7.6,37,178
13,895,10,1.6,4,4,3,8.6,6.7,7.8,36,182
13,896,10,1.0,3,4,3,7.6,5.7,6.8,42,158
13,897,0,1.6,4,4,3,9.0,7.1,8.2,34,192
13,903,12,3.5,6,2,3,15.7,11.2,13.7,21,321
13,906,0,1.0,3,2,3,8.5,6.2,7.5,38,176
13,906,0,1.0,3,4,3,7.9,5.9,7.0,40,164
13,907,0,2.0,4,1,3,9.1,6.4,7.9,36,185
13,907,0,2.0,4,1,1,12.2,8.8,10.6,27,177
13,907,0,2.0,4,2,3,9.2,6.6,8.0,35,189
13,907,0,2.0,4,2,1,12.4,9.1,10.9,26,182
13,907,0,2.0,4,4,3,9.5,7.0,8.3,34,195
13,907,0,2.0,4,4,1,12.9,9.5,11.4,25,188
13,908,2,2.3,4,4,4,12.2,9.4,10.9,26,256
13,910,2,2.0,4,4,3,10.5,7.8,9.3,30,219
13,922,2,1.5,4,2,3,10.0,7.0,8.7,32,204
13,922,2,2.0,4,2,3,11.2,7.6,9.6,29,225
13,922,2,2.5,4,0,3,11.3,7.5,9.6,29,224
13,924,2,2.0,4,2,3,11.8,8.1,10.1,28,238
13,924,2,2.7,6,2,3,13.5,9.0,11.5,25,270
13,925,2,2.0,4,3,3,5.5,5.7,5.6,50,131
13,1007,13,3.5,6,1,4,20.6,13.2,17.3,16,406
13,1265,10,2.3,4,2,3,11.0,7.9,9.6,29,226
13,1266,10,2.3,4,2,3,11.8,8.3,10.2,28,239
13,1265,10,2.3,4,4,3,11.2,7.8,9.8,29,230
13,1266,10,2.3,4,4,3,11.2,8.4,9.8,29,230
13,1265,10,3.7,6,2,3,12.8,8.9,11.1,25,259
13,1265,10,3.7,6,4,3,13.8,8.8,11.5,25,271
13,1265,10,5.0,8,2,3,15.6,9.6,12.9,22,303
13,1265,10,5.0,8,4,3,15.8,9.8,13.1,22,307
13,1266,10,5.0,8,4,3,16.7,10.2,13.8,20,324
13,1267,10,2.3,4,2,3,11.8,8.3,10.2,28,239
13,1267,10,2.3,4,4,3,11.2,8.7,10.1,28,237
13,1267,10,5.0,8,2,3,15.5,10.3,13.2,21,309
13,1267,10,5.0,8,4,3,16.7,10.2,13.8,20,324
13,1642,10,5.2,8,4,4,17.2,11.3,14.6,19,341
13,1754,15,3.5,6,2,3,16.2,12.8,14.6,19,344
13,1755,15,3.7,6,2,3,16.7,13.0,15.1,19,354
13,1755,15,3.7,6,2,1,23.0,18.5,20.9,14,343
13,1766,1,2.0,4,2,3,11.8,8.1,10.1,28,238
13,1768,1,3.5,6,2,1,17.6,11.7,15.0,19,249
13,1769,1,3.5,6,2,3,13.6,9.9,12.4,23,291
13,1769,1,3.5,6,2,1,18.7,13.4,16.3,17,271
13,1791,7,2.5,4,2,3,11.9,8.7,10.4,27,244
13,1791,7,2.5,4,2,1,16.1,11.9,14.2,20,234
13,1795,7,2.5,4,2,3,12.4,8.8,10.8,26,253
13,1795,7,2.5,4,2,1,16.8,12.1,14.7,19,242
14,944,1,3.8,6,2,3,14.3,9.5,12.1,23,286
14,944,1,5.0,8,2,4,17.2,10.5,14.2,20,332
14,945,1,3.3,6,2,4,13.7,9.7,11.9,24,279
14,945,1,5.0,8,2,4,15.2,10.2,13.0,22,306
15,260,12,2.5,4,0,3,11.0,9.2,10.2,28,239
15,260,12,3.6,6,0,3,13.0,9.3,11.3,25,265
15,261,12,2.5,4,0,3,11.2,9.4,10.4,27,243
15,261,12,3.6,6,0,3,13.3,9.5,11.6,24,271
15,450,5,2.5,4,0,3,12.0,9.2,10.7,26,252
15,450,5,2.5,4,4,3,12.2,9.2,10.9,26,254
15,450,5,2.8,4,0,0,10.8,7.9,9.5,30,255
15,450,5,3.6,6,0,3,13.4,9.6,11.7,24,274
15,451,5,2.5,4,0,3,12.7,9.6,11.3,25,263
15,451,5,2.8,4,0,0,12.1,8.4,10.4,27,280
15,451,5,3.6,6,0,3,14.0,9.9,12.2,23,286
15,1631,15,6.0,8,0,3,21.8,14.8,18.6,15,438
15,1633,15,6.0,8,0,3,22.3,14.9,19.0,15,445
15,1645,6,5.3,8,0,3,14.6,10.3,12.7,22,297
15,1645,6,5.3,8,0,3,15.2,10.7,13.1,22,309
15,1645,6,6.2,8,0,4,15.9,11.2,13.8,20,323
15,1648,6,4.3,6,0,3,13.4,10.0,11.9,24,279
15,1648,6,4.3,6,0,1,19.3,14.3,17.1,17,284
15,1648,6,5.3,8,0,3,14.6,10.3,12.7,22,298
15,1648,6,5.3,8,0,1,19.7,13.9,17.1,17,284
15,1646,6,5.3,8,0,3,15.9,11.5,13.9,20,327
15,1646,6,6.2,8,0,4,16.0,11.7,14.1,20,330
15,1647,6,4.3,6,0,3,14.1,10.6,12.5,23,294
15,1647,6,4.3,6,0,1,20.3,15.2,18.0,16,294
15,1647,6,5.3,8,0,3,15.0,10.7,13.1,22,307
15,1647,6,5.3,8,0,1,20.7,14.4,17.9,16,317
15,1650,6,5.3,8,0,3,14.4,11.2,13.0,22,303
15,1770,11,2.4,4,0,3,11.0,7.5,9.4,30,221
15,1772,11,2.4,4,0,3,11.0,7.5,9.4,30,221
15,1772,11,2.4,4,0,1,15.6,11.0,13.6,21,223
15,1770,11,3.6,6,0,3,14.1,9.7,12.1,23,285
15,1771,11,2.4,4,0,3,11.5,8.3,10.1,28,237
15,1771,11,3.6,6,0,3,15.0,10.4,13.0,22,304
15,2020,12,5.3,8,0,3,15.1,10.4,13.0,22,305
15,2026,12,5.3,8,0,3,15.1,10.4,13.0,22,305
15,2026,12,5.3,8,0,1,20.0,13.5,17.1,17,284
15,2022,12,5.3,8,0,1,20.8,14.5,18.0,16,299
15,2023,12,6.2,8,0,4,16.0,11.7,14.1,20,330
15,2027,12,5.3,8,0,3,15.1,10.4,13.0,22,305
15,2031,12,5.3,8,0,3,15.1,10.4,13.0,22,305
15,2031,12,5.3,8,0,1,20.0,13.5,17.1,17,284
15,2029,12,5.3,8,0,1,22.1,15.4,19.1,15,317
15,2030,12,6.2,8,0,4,16.3,11.7,14.2,20,333
16,263,2,2.4,4,3,3,9.2,6.9,8.2,34,190
16,263,2,2.4,4,4,3,10.4,7.4,9.0,31,210
16,264,2,3.5,6,2,3,11.4,7.4,9.6,29,225
16,264,2,3.5,6,4,3,12.9,8.4,10.9,26,254
16,266,2,2.4,4,3,3,8.7,6.6,7.8,36,180
16,266,2,3.5,6,0,3,11.4,7.2,9.5,30,223
16,265,2,2.0,4,3,3,4.9,5.1,5.0,56,114
16,497,0,1.5,4,3,3,7.5,5.9,6.8,42,158
16,497,0,1.5,4,4,3,7.7,5.7,6.8,42,159
16,497,0,2.0,4,3,3,7.8,6.0,7.0,40,163
16,497,0,2.0,4,4,3,8.5,6.1,7.4,38,173
16,502,2,1.5,4,3,3,7.4,5.6,6.6,43,153
16,502,2,2.0,4,3,3,7.8,6.0,7.0,40,163
16,502,2,2.0,4,4,3,8.5,6.0,7.4,38,172
16,499,1,1.5,4,3,3,7.7,6.0,6.9,41,162
16,499,1,1.5,4,3,3,7.9,6.6,7.3,39,170
16,499,1,1.5,4,3,4,7.9,6.6,7.3,39,170
16,499,1,1.5,4,4,3,8.0,6.2,7.2,39,167
16,499,1,1.5,4,4,4,8.0,6.2,7.2,39,167
16,558,11,1.5,4,3,3,8.4,7.0,7.8,36,181
16,559,11,1.5,4,3,3,8.7,7.2,8.0,35,188
16,898,9,1.5,4,3,3,7.0,5.9,6.5,43,154
16,898,9,1.5,4,3,3,7.6,6.4,7.0,40,164
16,898,9,1.5,4,4,3,8.1,6.6,7.4,38,174
16,1039,9,1.8,4,3,3,8.3,6.9,7.7,37,180
16,1039,9,1.8,4,4,3,9.4,7.1,8.4,34,195
16,1040,9,1.8,4,3,3,8.9,7.5,8.2,34,194
16,1324,4,3.5,6,0,3,12.3,8.6,10.7,26,251
16,1370,11,3.5,6,0,3,12.4,8.8,10.8,26,254
16,1372,11,3.5,6,0,3,13.0,9.3,11.3,25,266
16,1372,11,3.5,6,2,3,12.4,9.3,11.0,26,256
16,1507,6,3.5,6,0,3,12.8,9.5,11.3,25,264
17,262,0,1.6,4,2,3,8.9,6.6,7.9,36,182
17,262,0,1.6,4,4,3,8.8,6.5,7.8,36,184
17,763,2,2.0,4,2,3,8.3,6.4,7.4,38,174
17,763,2,2.0,4,4,3,9.1,6.6,8.0,35,187
17,765,2,2.0,4,2,3,9.8,7.3,8.7,32,206
17,765,2,2.0,4,4,3,9.8,7.2,8.7,32,204
17,1067,1,1.6,4,1,3,4.3,4.4,4.4,64,103
17,1068,1,1.6,4,1,3,4.2,4.0,4.1,69,96
17,1620,11,2.4,4,2,3,11.1,8.6,10.0,28,235
17,1622,11,2.0,4,2,3,12.5,9.6,11.2,25,264
17,1622,11,2.4,4,2,3,12.0,9.1,10.7,26,253
17,1670,1,2.0,4,2,3,10.5,7.6,9.2,31,216
17,1670,1,2.4,4,2,3,9.4,6.7,8.2,34,194
17,1674,1,2.4,4,2,3,10.0,7.2,8.7,32,207
17,1671,2,2.0,4,2,3,6.3,5.7,6.0,47,143
17,1673,2,2.0,4,2,3,6.0,5.3,5.7,50,137
17,1814,11,1.6,4,1,3,9.9,8.5,9.3,30,221
17,1814,11,2.0,4,2,3,10.1,7.8,9.0,31,213
17,1816,11,2.0,4,2,3,11.0,9.1,10.2,28,241
17,1874,0,1.6,4,1,3,8.3,6.7,7.6,37,180
17,1874,0,1.6,4,4,3,8.9,6.9,8.0,35,188
17,1875,0,1.6,4,2,3,8.9,7.3,8.2,34,193
17,1875,0,1.6,4,4,3,9.4,7.2,8.4,34,200
18,1416,2,2.0,4,2,4,10.7,8.4,9.6,29,226
18,1416,2,3.0,6,2,4,12.6,8.8,10.9,26,256
18,1423,2,3.0,6,2,4,12.3,9.2,10.9,26,257
18,1420,0,3.5,6,2,4,9.1,7.7,8.5,33,200
18,1425,10,2.0,4,2,4,11.2,8.5,10.0,28,233
18,1425,10,3.0,6,2,4,12.4,8.8,10.8,26,253
18,1431,10,3.0,6,2,4,12.5,9.2,11.0,26,259
18,1435,2,3.7,6,2,4,13.2,9.8,11.7,24,274
18,1436,2,3.5,6,2,4,8.4,7.1,7.8,36,184
18,1444,0,2.0,4,1,4,9.7,7.1,8.5,33,200
18,1445,0,2.0,4,1,4,10.6,8.0,9.4,30,221
18,1446,9,3.7,6,2,4,13.7,9.8,11.9,24,280
18,1447,11,3.5,6,3,4,11.9,8.8,10.5,27,246
18,1448,11,3.5,6,3,4,12.5,9.1,10.9,26,257
18,1449,12,2.5,4,3,3,9.5,8.6,9.1,31,214
18,1450,11,3.7,6,2,4,14.5,10.8,12.8,22,301
18,1451,12,5.6,8,2,4,17.4,12.2,15.1,19,355
19,863,11,3.0,6,2,4,13.3,10.0,11.8,24,277
19,866,13,3.0,6,2,4,11.9,8.5,10.4,27,242
19,869,13,3.0,6,2,4,11.9,8.5,10.4,27,242
19,885,13,5.0,8,2,4,15.6,10.4,13.3,21,311
19,886,13,5.0,8,2,4,15.6,10.4,13.3,21,311
19,887,13,3.0,6,2,4,12.4,8.8,10.8,26,253
19,887,13,3.0,6,4,4,15.3,10.0,12.9,22,302
19,888,13,3.0,6,2,4,13.0,9.2,11.3,25,265
19,889,13,3.0,6,2,4,12.4,8.8,10.8,26,253
19,889,13,3.0,6,4,4,15.3,10.0,12.9,22,302
19,890,13,3.0,6,2,4,13.0,9.2,11.3,25,265
19,1970,0,2.0,4,2,0,7.8,5.8,6.9,41,186
19,1972,0,3.0,6,2,4,11.8,8.2,10.2,28,238
19,1976,2,2.0,4,2,0,7.8,5.8,6.9,41,186
19,1980,2,3.0,6,2,4,12.0,8.4,10.4,27,243
19,1987,1,3.0,6,2,4,14.0,9.0,11.8,24,276
19,1993,1,3.0,6,2,4,14.0,9.4,11.9,24,280
19,1997,1,5.0,8,2,4,15.8,10.3,13.3,21,313
19,1998,1,5.0,8,2,4,15.8,10.3,13.3,21,313
20,485,11,2.4,4,0,3,11.0,7.8,9.6,29,225
20,485,11,3.2,6,0,3,11.4,8.3,10.0,28,234
20,487,11,2.4,4,0,3,11.3,8.4,10.0,28,235
20,487,11,3.2,6,0,3,11.6,8.6,10.3,27,241
20,489,11,2.4,4,0,3,11.4,8.7,10.2,28,240
20,489,11,3.2,6,0,3,12.8,9.0,11.1,25,259
20,490,11,2.4,4,0,3,12.1,9.4,10.9,26,256
20,490,11,3.2,6,0,3,12.9,9.9,11.6,24,269
20,521,11,2.0,4,3,3,10.8,9.0,10.0,28,235
20,521,11,2.0,4,4,3,10.3,7.9,9.3,30,216
20,521,11,2.4,4,0,3,11.3,8.7,10.1,28,238
20,521,11,2.4,4,4,3,10.2,8.3,9.3,30,219
20,522,11,2.4,4,0,3,11.7,9.2,10.6,27,249
20,522,11,2.4,4,3,3,11.7,10.3,11.1,25,259
20,522,11,2.4,4,4,3,10.6,8.7,9.8,29,230
20,990,12,3.6,6,0,3,12.7,9.6,11.3,25,265
20,990,12,5.7,8,0,3,16.6,10.7,14.0,20,328
20,997,12,6.4,8,0,4,18.3,12.6,15.7,18,368
20,1303,11,2.4,4,0,3,10.6,7.6,9.3,30,218
20,1303,11,2.4,4,4,3,10.4,7.3,9.0,31,211
20,1304,11,2.4,4,0,3,10.8,7.8,9.5,30,222
20,1304,11,2.4,4,4,3,10.8,7.6,9.4,30,221
20,1363,11,2.0,4,3,3,10.8,9.0,10.0,28,235
20,1363,11,2.0,4,4,3,10.3,7.9,9.3,30,216
20,1363,11,2.4,4,0,3,11.3,8.7,10.1,28,238
20,1363,11,2.4,4,4,3,10.2,8.3,9.3,30,219
20,1364,11,2.4,4,0,3,11.7,9.2,10.6,27,249
20,1364,11,2.4,4,3,3,11.7,10.3,11.1,25,259
20,1364,11,2.4,4,4,3,10.6,8.7,9.8,29,230
20,1504,11,1.4,4,4,3,9.9,7.7,8.9,32,209
20,1506,11,2.4,4,0,3,10.8,7.8,9.5,30,222
20,1506,11,2.4,4,0,1,14.4,10.2,12.5,23,206
20,1505,11,1.4,4,4,3,9.9,7.7,8.9,32,211
20,1505,11,2.4,4,0,3,11.2,8.2,9.8,29,230
20,1895,11,3.6,6,4,3,14.2,11.0,12.8,22,298
20,1899,11,3.6,6,0,3,14.7,11.7,13.4,21,313
20,1899,11,3.6,6,4,3,15.0,11.4,13.3,21,312
21,438,1,3.3,6,2,3,11.5,8.5,10.2,28,237
21,914,2,2.0,4,2,3,7.9,6.3,7.2,39,170
21,913,2,2.0,4,2,3,9.4,7.0,8.3,34,198
21,912,2,2.0,4,4,3,9.4,6.8,8.3,34,195
21,915,1,1.6,4,1,3,9.4,7.9,8.7,32,207
21,915,1,2.0,4,2,3,9.7,7.0,8.3,34,197
21,915,1,2.0,4,4,3,9.8,7.3,8.7,32,204
21,916,0,1.6,4,1,3,9.6,7.4,8.6,33,204
21,916,0,1.6,4,4,3,10.1,8.0,9.2,31,216
21,916,0,2.0,4,2,3,9.6,7.3,8.6,33,203
21,916,0,2.0,4,4,3,9.9,7.6,8.8,32,209
21,1116,1,3.8,6,2,3,13.8,9.3,11.8,24,279
21,1116,1,5.0,8,2,4,15.6,10.6,13.3,21,317
21,1307,9,1.6,4,1,3,4.6,5.1,4.8,59,114
21,1308,9,1.6,4,1,3,4.5,4.8,4.7,60,110
21,1309,9,1.6,4,1,3,5.1,5.8,5.4,52,129
21,1326,1,2.4,4,2,3,9.6,6.8,8.4,34,198
21,1327,1,2.4,4,2,3,9.3,6.6,8.0,35,190
21,1330,1,2.0,4,2,3,10.9,7.6,9.4,30,224
21,1328,2,2.0,4,2,3,6.0,5.1,5.6,50,132
21,1508,0,1.6,4,2,3,8.8,6.5,7.8,36,181
21,1508,0,1.6,4,4,3,8.8,6.6,7.8,36,181
21,1515,8,2.0,4,2,3,9.9,7.6,8.9,32,210
21,1637,4,3.3,6,2,3,14.1,10.5,12.5,23,296
21,1679,11,2.4,4,2,3,11.2,8.3,9.9,29,234
21,1681,11,2.0,4,2,3,12.3,9.4,11.0,26,259
21,1681,11,2.4,4,2,3,11.5,9.3,10.5,27,246
21,1681,11,3.3,6,2,3,14.0,10.1,12.2,23,289
21,1682,11,3.3,6,2,3,13.2,9.3,11.4,25,270
21,1683,9,1.6,4,2,3,9.4,7.8,8.7,32,205
21,1683,9,1.6,4,4,3,9.7,7.8,8.8,32,208
21,1683,9,2.0,4,2,3,9.5,7.8,8.7,32,206
21,1686,9,1.6,4,1,3,9.1,7.7,8.5,33,199
21,1688,11,2.4,4,2,3,10.4,8.0,9.3,30,220
21,1689,11,2.0,4,2,3,11.9,10.2,11.1,25,263
21,1689,11,2.4,4,2,3,11.3,9.5,10.5,27,247
22,366,13,6.5,12,1,4,22.2,12.7,17.9,16,428
22,367,13,6.5,12,1,4,23.9,14.5,19.7,14,461
22,368,13,6.5,12,1,4,23.0,13.5,18.7,15,438
22,369,13,6.5,12,1,4,23.9,14.5,19.7,14,461
23,711,11,2.0,4,2,4,12.0,9.2,10.7,26,252
23,1464,11,2.0,4,2,4,11.3,8.0,9.8,29,231
23,1465,11,2.0,4,2,4,12.0,8.5,10.4,27,243
24,786,2,3.5,6,2,3,11.4,7.7,9.7,29,226
24,1003,2,3.5,6,2,4,12.4,9.2,11.0,26,257
24,1005,2,3.5,6,3,4,8.0,6.9,7.5,38,176
24,1009,12,4.6,8,2,4,16.0,12.9,14.6,19,341
24,1070,0,2.0,4,2,4,10.6,7.3,9.1,31,214
24,1075,0,3.5,6,2,4,12.6,9.2,11.0,26,258
24,1077,0,3.5,6,2,4,12.6,9.2,11.0,26,258
24,1142,2,4.6,8,2,4,15.1,10.3,12.9,22,303
24,1143,2,4.6,8,2,4,15.1,10.3,12.9,22,303
24,1149,12,5.7,8,2,4,18.2,13.0,15.8,18,372
24,1313,11,2.0,4,2,4,10.7,8.5,9.7,29,226
24,1314,11,2.0,4,2,4,10.8,8.9,9.9,29,232
24,1317,11,2.5,4,3,3,7.2,7.9,7.5,38,176
24,1495,10,3.5,6,2,4,12.6,9.2,11.0,26,258
24,1497,10,3.5,6,2,4,12.6,9.2,11.0,26,258
24,1526,11,3.5,6,2,3,12.2,9.0,10.8,26,252
24,1528,12,3.5,6,3,4,7.5,8.4,7.9,36,185
25,524,1,2.7,6,2,3,14.0,9.5,12.0,24,281
25,524,1,3.0,6,2,3,14.4,9.7,12.3,23,288
25,524,1,3.7,6,2,3,14.3,9.7,12.2,23,287
25,1244,11,2.0,4,2,3,12.3,9.3,10.9,26,256
25,1245,11,2.0,4,2,3,12.1,9.3,10.8,26,254
25,1244,11,2.3,4,2,3,13.1,9.4,11.4,25,268
25,1247,12,3.5,6,2,3,15.7,11.2,13.7,21,321
25,1251,11,2.7,6,2,3,14.1,9.8,12.1,23,284
25,1252,2,2.0,4,2,3,11.2,7.6,9.8,29,230
25,1252,2,3.0,6,2,3,13.4,8.7,11.2,25,264
25,1253,2,2.0,4,2,3,11.8,8.4,10.2,28,239
25,1253,2,3.0,6,2,3,14.0,9.2,11.8,24,278
25,1254,2,2.0,4,3,3,5.7,6.2,5.9,48,139
25,1300,12,3.5,6,2,3,15.9,12.0,14.2,20,333
25,1302,12,3.5,6,2,3,16.1,12.4,14.5,19,339
26,950,2,3.0,6,2,4,14.1,9.8,12.4,23,286
26,952,2,3.0,6,2,4,14.7,10.0,12.4,23,293
26,953,2,3.0,6,2,4,14.7,9.9,12.6,22,295
26,998,10,4.7,8,2,4,18.2,11.4,15.1,19,355
26,999,10,4.7,8,2,4,18.2,11.6,15.2,19,358
26,1137,12,3.0,6,2,4,16.8,11.9,14.7,19,340
26,1138,12,3.0,6,2,4,16.8,12.4,14.7,19,346
26,1440,1,3.8,8,2,4,16.1,10.8,13.8,20,321
26,1441,1,3.0,6,2,4,14.9,10.3,13.1,22,300
26,1442,1,3.0,6,2,4,15.0,10.3,13.1,22,301
27,597,0,2.0,4,2,3,8.2,6.9,7.6,37,179
27,599,0,2.0,4,2,3,8.8,7.5,8.2,34,192
27,603,11,2.0,4,4,3,9.4,7.4,8.5,33,199
27,603,11,2.5,4,2,3,9.8,7.7,8.6,33,204
27,607,11,2.5,4,2,3,10.2,8.3,9.2,31,221
27,611,11,2.5,4,2,3,10.6,8.4,9.6,29,225
27,612,11,2.5,4,2,3,11.5,8.9,10.4,27,242
27,1222,0,2.0,4,2,3,8.4,6.4,7.5,38,176
27,1222,0,2.0,4,4,3,8.5,6.2,7.5,38,175
27,1223,0,2.0,4,4,3,8.5,6.2,7.5,38,175
27,1222,0,2.5,4,2,3,8.8,6.6,7.8,36,182
27,1224,0,2.5,4,2,3,8.5,6.4,7.6,37,176
27,1223,0,2.5,4,4,3,9.3,6.9,8.2,34,194
27,1225,2,2.0,4,2,3,8.4,6.4,7.5,38,174
27,1226,2,2.0,4,4,3,8.6,6.4,7.6,37,178
